_id,label,id,token,sentence
Q560307_404,ENTITY,GFpk9_JtgD,'s,162
Q560307_405,ENTITY,GFpk9_JtgD,eleventh,162
Q560307_406,ENTITY,GFpk9_JtgD,novel,162
,,,",",162
,,,God,162
,,,Help,162
,,,the,162
,,,Child,162
,,,",",162
,,,was,162
Q560307_407,EVENT,4KIrGqv2eu,published,162
,,,in,162
,,,2015,162
,,,.,162
,,,It,163
,,,follows,163
,,,Bride,163
,,,",",163
,,,an,163
,,,executive,163
,,,in,163
,,,the,163
,,,fashion,163
,,,and,163
,,,beauty,163
,,,industry,163
,,,whose,163
,,,mother,163
,,,tormented,163
,,,her,163
,,,as,163
,,,a,163
,,,child,163
,,,for,163
,,,being,163
,,,dark,163
,,,-,163
,,,skinned,163
,,,–,163
,,,a,163
,,,childhood,163
,,,trauma,163
,,,that,163
,,,has,163
,,,dogged,163
,,,Bride,163
,,,her,163
,,,whole,163
,,,life,163
,,,.,163
Q560307_409,ENTITY,87enS0x8eI,Morrison,164
Q560307_410,EVENT-GR,Qj3K-x7WBO,was,164
,,,a,164
,,,member,164
,,,of,164
,,,the,164
,,,editorial,164
,,,advisory,164
,,,board,164
,,,of,164
,,,The,164
,,,Nation,164
,,,",",164
,,,a,164
,,,magazine,164
,,,started,164
,,,in,164
,,,1865,164
,,,by,164
,,,Northern,164
,,,abolitionists,164
,,,.,164
,,,While,165
Q560307_411,EVENT,SfpbhAvd0D,teaching,165
,,,at,165
,,,Howard,165
,,,University,165
,,,from,165
,,,1957,165
,,,to,165
,,,1964,165
,,,",",165
Q560307_412,ENTITY,G3egd3TgFJ,she,165
,,,met,165
,,,Harold,165
,,,Morrison,165
,,,",",165
,,,a,165
,,,Jamaican,165
,,,architect,165
,,,",",165
,,,whom,165
Q560307_413,ENTITY,9H0Hk4UmL_,she,165
Q560307_414,EVENT,zmaQSPpvns,married,165
,,,in,165
,,,1958,165
,,,.,165
Q560307_415,ENTITY,C6qJWaPsQq,She,166
Q560307_416,EVENT-GR,9KswcBQmDO,took,166
,,,his,166
,,,last,166
,,,name,166
,,,",",166
,,,and,166
Q560307_417,EVENT-GR,kINNBsk1rV,became,166
Q560307_418,EVENT,9JJhkldNkI,known,166
,,,as,166
,,,Toni,166
,,,Morrison,166
,,,.,166
,,,Their,167
,,,first,167
,,,son,167
,,,Harold,167
,,,Ford,167
,,,was,167
,,,born,167
,,,in,167
,,,1961,167
,,,.,167
,,,She,168
Q560307_419,EVENT-GR,z_VudhcUJw,was,168
Q560307_420,EVENT,5NEaz_h0yz,pregnant,168
,,,with,168
,,,their,168
,,,second,168
,,,son,168
,,,when,168
Q560307_525,ENTITY,xiqQmW0BhS,she,168
,,,and,168
,,,Harold,168
Q560307_421,EVENT,iJkJuDbnwa,divorced,168
,,,in,168
,,,1964,168
,,,.,168
,,,Her,169
,,,second,169
,,,son,169
,,,Slade,169
,,,Kevin,169
,,,was,169
,,,born,169
,,,after,169
Q560307_422,ENTITY,P3ED4iVEgL,her,169
Q560307_133,EVENT,HLdVF57xfB,divorce,169
,,,",",169
,,,in,169
,,,1965,169
,,,.,169
Q560307_424,ENTITY,E7AEcm-y5O,Morrison,170
Q560307_425,EVENT,VopBy7w76l,began,170
Q560307_426,EVENT,y0BZgQCwTt,working,170
,,,as,170
,,,an,170
,,,editor,170
,,,for,170
,,,L.,170
,,,W.,170
,,,Singer,170
,,,",",170
,,,a,170
,,,textbook,170
,,,division,170
,,,of,170
,,,publisher,170
,,,Random,170
,,,House,170
,,,",",170
,,,in,170
,,,Syracuse,170
,,,",",170
,,,New,170
,,,York,170
,,,.,170
Q560307_427,ENTITY,qa3d48T6IH,She,171
Q560307_428,EVENT,8kkas_Q9EK,moved,171
,,,with,171
,,,her,171
,,,sons,171
,,,as,171
,,,her,171
,,,career,171
,,,took,171
,,,her,171
,,,to,171
,,,different,171
,,,positions,171
,,,in,171
,,,different,171
,,,places,171
,,,.,171
Q560307_429,ENTITY,CtHS20kqLk,She,172
Q560307_430,EVENT,RVSe_QUOGN,worked,172
,,,on,172
,,,books,172
,,,for,172
,,,children,172
,,,with,172
,,,her,172
,,,son,172
,,,Slade,172
,,,Morrison,172
,,,",",172
,,,who,172
,,,was,172
,,,a,172
,,,painter,172
,,,and,172
,,,a,172
,,,musician,172
,,,.,172
,,,Slade,173
,,,died,173
,,,of,173
,,,pancreatic,173
,,,cancer,173
,,,on,173
,,,December,173
,,,22,173
,,,",",173
,,,2010,173
,,,",",173
,,,aged,173
,,,45,173
,,,.,173
,,,Morrison,174
,,,was,174
,,,halfway,174
,,,through,174
,,,writing,174
,,,her,174
,,,novel,174
,,,Home,174
,,,when,174
,,,her,174
,,,younger,174
,,,son,174
,,,died,174
,,,.,174
Q560307_431,ENTITY,H0RJLZ2PXH,She,175
Q560307_432,EVENT,VMMgaHZ9OT,stopped,175
,,,work,175
,,,on,175
,,,the,175
,,,novel,175
,,,for,175
,,,a,175
,,,year,175
,,,or,175
,,,two,175
,,,",",175
,,,before,175
Q560307_433,EVENT,G9R0Jp5iBZ,completing,175
,,,it,175
,,,;,175
Q560307_435,ENTITY,0RZDdDRqll,that,175
Q560307_436,ENTITY,0RZDdDRqll,novel,175
,,,was,175
Q560307_434,EVENT,TAqHu7sPs5,published,175
,,,in,175
,,,2012,175
,,,.,175
Q560307_438,ENTITY,W9I78orN9c,Morrison,176
Q560307_439,EVENT,_1v4WCZnUx,died,176
,,,at,176
,,,Montefiore,176
,,,Medical,176
,,,Center,176
,,,in,176
,,,The,176
,,,Bronx,176
,,,",",176
,,,New,176
,,,York,176
,,,City,176
,,,",",176
,,,on,176
,,,August,176
,,,5,176
,,,",",176
,,,2019,176
,,,",",176
,,,from,176
,,,complications,176
,,,of,176
,,,pneumonia,176
,,,.,176
,,,She,177
,,,was,177
,,,88,177
,,,years,177
,,,old,177
,,,.,177
,,,Upon,178
Q560307_440,ENTITY,X0g01dv1r8,her,178
Q560307_441,EVENT,vfnrOLI6Wp,death,178
,,,",",178
Q560307_442,ENTITY,fihSWZtmxW,Morrison,178
Q560307_443,EVENT,yRtJ--A-h1,had,178
,,,a,178
,,,net,178
,,,worth,178
,,,of,178
,,,20,178
,,,million,178
,,,dollars,178
,,,.,178
,,,A,179
,,,memorial,179
Q560307_445,EVENT,2v4egZ9wD5,tribute,179
,,,was,179
Q560307_444,EVENT-GR,G16iwSpOlX,held,179
Q560307_446,ENTITY,Obj0p9caHr,for,179
Q560307_447,ENTITY,Obj0p9caHr,Morrison,179
,,,on,179
,,,November,179
,,,21,179
,,,",",179
,,,2019,179
,,,",",179
,,,at,179
,,,the,179
,,,Cathedral,179
,,,of,179
,,,St.,179
,,,John,179
,,,the,179
,,,Divine,179
,,,in,179
,,,the,179
,,,Morningside,179
,,,Heights,179
,,,neighborhood,179
,,,of,179
,,,Manhattan,179
,,,in,179
,,,New,179
,,,York,179
,,,City,179
,,,.,179
,,,At,180
,,,this,180
,,,gathering,180
Q560307_448,ENTITY,LP8JEfZ8m5,she,180
,,,was,180
Q560307_449,EVENT,OmohxzPxH2,eulogized,180
,,,by,180
,,,",",180
,,,among,180
,,,others,180
,,,",",180
,,,Oprah,180
,,,Winfrey,180
,,,",",180
,,,Angela,180
,,,Davis,180
,,,",",180
,,,Michael,180
,,,Ondaatje,180
,,,",",180
,,,David,180
,,,Remnick,180
,,,",",180
,,,Fran,180
,,,Lebowitz,180
,,,",",180
,,,Ta,180
,,,-,180
,,,Nehisi,180
,,,Coates,180
,,,",",180
,,,and,180
,,,Edwidge,180
,,,Danticat,180
,,,.,180
,,,The,181
,,,jazz,181
,,,saxophonist,181
,,,David,181
,,,Murray,181
,,,performed,181
,,,a,181
,,,musical,181
,,,tribute,181
,,,.,181
Q560307_451,ENTITY,oxAusHbBWY,Morrison,182
,,,was,182
Q560307_350,EVENT-MOD,YnwwmAbdB-,not,182
,,,afraid,182
,,,to,182
Q560307_452,EVENT,lOctzqPYLI,comment,182
,,,on,182
,,,American,182
,,,politics,182
,,,and,182
,,,race,182
,,,relations,182
,,,.,182
,,,In,183
,,,writing,183
,,,about,183
,,,the,183
,,,1998,183
,,,impeachment,183
,,,of,183
,,,Bill,183
,,,Clinton,183
,,,",",183
Q560307_453,ENTITY,dho9-lwr_I,she,183
,,,claimed,183
,,,that,183
,,,since,183
,,,Whitewater,183
,,,",",183
,,,Bill,183
,,,Clinton,183
,,,was,183
,,,being,183
,,,mistreated,183
,,,in,183
,,,the,183
,,,same,183
,,,way,183
,,,black,183
,,,people,183
,,,often,183
,,,are,183
,,,:,183
,,,Years,183
,,,ago,183
,,,",",183
,,,in,183
,,,the,183
,,,middle,183
,,,of,183
,,,the,183
,,,Whitewater,183
,,,investigation,183
,,,",",183
,,,one,183
,,,heard,183
,,,the,183
,,,first,183
,,,murmurs,183
,,,:,183
,,,white,183
,,,skin,183
,,,notwithstanding,183
,,,",",183
,,,this,183
,,,is,183
,,,our,183
,,,first,183
,,,black,183
,,,President,183
,,,.,183
,,,Blacker,184
,,,than,184
,,,any,184
,,,actual,184
,,,black,184
,,,person,184
,,,who,184
,,,could,184
,,,ever,184
,,,be,184
,,,elected,184
,,,in,184
,,,our,184
,,,children,184
,,,'s,184
,,,lifetime,184
,,,.,184
,,,After,185
,,,all,185
,,,",",185
,,,Clinton,185
,,,displays,185
,,,almost,185
,,,every,185
,,,trope,185
,,,of,185
,,,blackness,185
,,,:,185
,,,single,185
,,,-,185
,,,parent,185
,,,household,185
,,,",",185
,,,born,185
,,,poor,185
,,,",",185
,,,working,185
,,,-,185
,,,class,185
,,,",",185
,,,saxophone,185
,,,-,185
,,,playing,185
,,,",",185
,,,McDonald's,185
,,,-,185
,,,and,185
,,,-,185
,,,junk,185
,,,-,185
,,,food,185
,,,-,185
,,,loving,185
,,,boy,185
,,,from,185
,,,Arkansas,185
,,,.,185
,,,The,186
,,,phrase,186
,,,"""",186
,,,our,186
,,,first,186
,,,Black,186
,,,president,186
,,,"""",186
,,,was,186
,,,adopted,186
,,,as,186
,,,a,186
,,,positive,186
,,,by,186
,,,Bill,186
,,,Clinton,186
,,,supporters,186
,,,.,186
,,,When,187
,,,the,187
,,,Congressional,187
,,,Black,187
,,,Caucus,187
,,,honored,187
,,,the,187
,,,former,187
,,,president,187
,,,at,187
,,,its,187
,,,dinner,187
,,,in,187
,,,Washington,187
,,,",",187
,,,D.C.,187
,,,on,187
,,,September,187
,,,29,187
,,,",",187
,,,2001,187
,,,",",187
,,,for,187
,,,instance,187
,,,",",187
,,,Rep.,187
,,,Eddie,187
,,,Bernice,187
,,,Johnson,187
,,,(,187
,,,D,187
,,,-,187
,,,TX,187
,,,),187
,,,",",187
,,,the,187
,,,chair,187
,,,",",187
,,,told,187
,,,the,187
,,,audience,187
,,,that,187
,,,Clinton,187
,,,"""",187
,,,took,187
,,,so,187
,,,many,187
,,,initiatives,187
,,,he,187
,,,made,187
,,,us,187
,,,think,187
,,,for,187
,,,a,187
,,,while,187
,,,we,187
,,,had,187
,,,elected,187
,,,the,187
,,,first,187
,,,black,187
,,,president,187
,,,.,187
,,,"""",188
,,,In,188
,,,the,188
,,,context,188
,,,of,188
,,,the,188
,,,2008,188
,,,Democratic,188
,,,Primary,188
,,,campaign,188
,,,",",188
Q560307_454,ENTITY,NhkXxczoC1,Morrison,188
Q560307_455,EVENT,mnd76Jrk44,stated,188
,,,to,188
,,,Time,188
,,,magazine,188
,,,:,188
,,,"""",188
,,,People,188
,,,misunderstood,188
,,,that,188
,,,phrase,188
,,,.,188
,,,I,189
,,,was,189
,,,deploring,189
,,,the,189
,,,way,189
,,,in,189
,,,which,189
,,,President,189
,,,Clinton,189
,,,was,189
,,,being,189
,,,treated,189
,,,",",189
,,,vis,189
,,,-,189
,,,à,189
,,,-,189
,,,vis,189
,,,the,189
,,,sex,189
,,,scandal,189
,,,that,189
,,,was,189
,,,surrounding,189
,,,him,189
,,,.,189
,,,I,190
,,,said,190
,,,he,190
,,,was,190
,,,being,190
,,,treated,190
,,,like,190
,,,a,190
,,,black,190
,,,on,190
,,,the,190
,,,street,190
,,,",",190
,,,already,190
,,,guilty,190
,,,",",190
,,,already,190
,,,a,190
,,,perp,190
,,,.,190
,,,I,191
,,,have,191
,,,no,191
,,,idea,191
,,,what,191
,,,his,191
,,,real,191
,,,instincts,191
,,,are,191
,,,",",191
,,,in,191
,,,terms,191
,,,of,191
,,,race,191
,,,.,191
,,,"""",192
,,,In,192
,,,the,192
,,,Democratic,192
,,,primary,192
,,,contest,192
,,,for,192
,,,the,192
,,,2008,192
,,,presidential,192
,,,race,192
,,,",",192
Q560307_456,ENTITY,-RVf2CYRDh,Morrison,192
Q560307_457,EVENT,X6yD73n0n7,endorsed,192
,,,Senator,192
,,,Barack,192
,,,Obama,192
,,,over,192
,,,Senator,192
,,,Hillary,192
,,,Clinton,192
,,,",",192
,,,though,192
Q560307_458,EVENT,NROoKnLdVk,expressing,192
Q560307_459,EVENT,GU4xCHQfWl,admiration,192
,,,and,192
Q560307_460,EVENT,Ne0ovEJ_31,respect,192
,,,for,192
,,,the,192
,,,latter,192
,,,.,192
,,,When,193
,,,he,193
Q560307_240,EVENT,24QzqlNreM,won,193
,,,",",193
Q560307_461,ENTITY,b1bGb7sC2D,Morrison,193
Q560307_462,EVENT,KImq2AJHc5,said,193
Q560307_463,ENTITY,8ZFV3npa1Z,she,193
Q560307_464,EVENT,vRoUuebApM,felt,193
,,,like,193
,,,an,193
,,,American,193
,,,for,193
,,,the,193
,,,first,193
,,,time,193
,,,.,193
Q560307_465,ENTITY,SG3FM7iwlS,She,194
Q560307_466,EVENT,M_yVZcTEE5,said,194
,,,",",194
,,,"""",194
,,,I,194
,,,felt,194
,,,very,194
,,,powerfully,194
,,,patriotic,194
,,,when,194
,,,I,194
,,,went,194
,,,to,194
,,,the,194
,,,inauguration,194
,,,of,194
,,,Barack,194
,,,Obama,194
,,,.,194
,,,I,195
,,,felt,195
,,,like,195
,,,a,195
,,,kid,195
,,,.,195
,,,"""",196
,,,In,196
,,,April,196
,,,2015,196
,,,",",196
Q560307_467,EVENT,qlVm-lNIGt,speaking,196
,,,of,196
,,,the,196
,,,deaths,196
,,,of,196
,,,Michael,196
,,,Brown,196
,,,",",196
,,,Eric,196
,,,Garner,196
,,,and,196
,,,Walter,196
,,,Scott,196
,,, ,196
,,,–,196
,,,three,196
,,,unarmed,196
,,,black,196
,,,men,196
,,,killed,196
,,,by,196
,,,white,196
,,,police,196
,,,officers,196
,,, ,196
,,,–,196
Q560307_468,ENTITY,v9ET0Q4Kbl,Morrison,196
Q560307_469,EVENT,ZLO7UUje4u,said,196
,,,:,196
,,,"""",196
,,,People,196
,,,keep,196
,,,saying,196
,,,",",196
,,,',196
,,,We,196
,,,need,196
,,,to,196
,,,have,196
,,,a,196
,,,conversation,196
,,,about,196
,,,race,196
,,,.,196
,,,',197
,,,This,197
,,,is,197
,,,the,197
,,,conversation,197
,,,.,197
,,,I,198
,,,want,198
,,,to,198
,,,see,198
,,,a,198
,,,cop,198
,,,shoot,198
,,,a,198
,,,white,198
,,,unarmed,198
,,,teenager,198
,,,in,198
,,,the,198
,,,back,198
,,,.,198
,,,And,199
,,,I,199
,,,want,199
,,,to,199
,,,see,199
,,,a,199
,,,white,199
,,,man,199
,,,convicted,199
,,,for,199
,,,raping,199
,,,a,199
,,,black,199
,,,woman,199
,,,.,199
,,,Then,200
,,,when,200
,,,you,200
,,,ask,200
,,,me,200
,,,",",200
,,,',200
,,,Is,200
,,,it,200
,,,over,200
,,,?,200
,,,',200
,,,",",200
,,,I,200
,,,will,200
,,,say,200
,,,yes,200
,,,.,200
,,,"""",201
,,,After,201
,,,the,201
,,,2016,201
,,,election,201
,,,of,201
,,,Donald,201
,,,Trump,201
,,,as,201
,,,President,201
,,,of,201
,,,the,201
,,,United,201
,,,States,201
,,,",",201
Q560307_470,ENTITY,sJNSulz1Oj,Morrison,201
Q560307_471,EVENT,uMp0Y1KT1Q,wrote,201
,,,an,201
,,,essay,201
,,,",",201
,,,"""",201
,,,Mourning,201
,,,for,201
,,,Whiteness,201
,,,",",201
,,,"""",201
Q560307_472,EVENT,I5ZbBy14x8,published,201
,,,in,201
,,,the,201
,,,November,201
,,,21,201
,,,",",201
,,,2016,201
,,,issue,201
,,,of,201
,,,The,201
,,,New,201
,,,Yorker,201
,,,.,201
,,,In,202
,,,it,202
Q560307_475,ENTITY,S-Nci2chCR,she,202
Q560307_476,EVENT,GliF1aCVDb,argues,202
,,,that,202
,,,white,202
,,,Americans,202
,,,are,202
,,,so,202
,,,afraid,202
,,,of,202
,,,losing,202
,,,privileges,202
,,,afforded,202
,,,them,202
,,,by,202
,,,their,202
,,,race,202
,,,that,202
,,,white,202
,,,voters,202
,,,elected,202
,,,Trump,202
,,,",",202
,,,whom,202
Q560307_473,ENTITY,5lVGRnp44O,she,202
Q560307_474,EVENT,ZevuhXOTU3,described,202
,,,as,202
,,,being,202
,,,"""",202
,,,endorsed,202
,,,by,202
,,,the,202
,,,Ku,202
,,,Klux,202
,,,Klan,202
,,,"""",202
,,,",",202
,,,in,202
,,,order,202
,,,to,202
,,,keep,202
,,,the,202
,,,idea,202
,,,of,202
,,,white,202
,,,supremacy,202
,,,alive,202
,,,.,202
,,,Although,203
,,,her,203
,,,novels,203
,,,typically,203
,,,concentrate,203
,,,on,203
,,,black,203
,,,women,203
,,,",",203
,,,Morrison,203
,,,did,203
Q560307_353,EVENT-MOD,kLLnwzu3P8,not,203
,,,identify,203
,,,her,203
,,,works,203
,,,as,203
,,,feminist,203
,,,.,203
,,,When,204
,,,asked,204
,,,in,204
,,,a,204
,,,1998,204
,,,interview,204
,,,",",204
,,,"""",204
,,,Why,204
,,,distance,204
,,,oneself,204
,,,from,204
,,,feminism,204
,,,?,204
,,,"""",204
Q560307_478,ENTITY,5zkssnIC8Q,she,204
Q560307_477,EVENT,KLayl9Dewo,replied,204
,,,:,204
,,,"""",204
,,,In,204
,,,order,204
,,,to,204
,,,be,204
,,,as,204
,,,free,204
,,,as,204
,,,I,204
,,,possibly,204
,,,can,204
,,,",",204
,,,in,204
,,,my,204
,,,own,204
,,,imagination,204
,,,",",204
,,,I,204
,,,ca,204
,,,n't,204
,,,take,204
,,,positions,204
,,,that,204
,,,are,204
,,,closed,204
,,,.,204
,,,Everything,205
,,,I,205
,,,'ve,205
,,,ever,205
,,,done,205
,,,",",205
,,,in,205
,,,the,205
,,,writing,205
,,,world,205
,,,",",205
,,,has,205
,,,been,205
,,,to,205
,,,expand,205
,,,articulation,205
,,,",",205
,,,rather,205
,,,than,205
,,,to,205
,,,close,205
,,,it,205
,,,",",205
,,,to,205
,,,open,205
,,,doors,205
,,,",",205
,,,sometimes,205
,,,",",205
,,,not,205
,,,even,205
,,,closing,205
,,,the,205
,,,book,205
,,, ,205
,,,–,205
,,,leaving,205
,,,the,205
,,,endings,205
,,,open,205
,,,for,205
,,,reinterpretation,205
,,,",",205
,,,revisitation,205
,,,",",205
,,,a,205
,,,little,205
,,,ambiguity,205
,,,.,205
,,,"""",206
Q560307_479,ENTITY,H4_jr3pQa7,She,206
Q560307_480,EVENT,IdsMyHfx7H,went,206
,,,on,206
,,,to,206
,,,state,206
,,,that,206
,,,she,206
,,,thought,206
,,,it,206
,,,"""",206
,,,off,206
,,,-,206
,,,putting,206
,,,to,206
,,,some,206
,,,readers,206
,,,",",206
,,,who,206
,,,may,206
,,,feel,206
,,,that,206
,,,I,206
,,,'m,206
,,,involved,206
,,,in,206
,,,writing,206
,,,some,206
,,,kind,206
,,,of,206
,,,feminist,206
,,,tract,206
,,,.,206
,,,I,207
,,,do,207
,,,n't,207
,,,subscribe,207
,,,to,207
,,,patriarchy,207
,,,",",207
,,,and,207
,,,I,207
,,,do,207
,,,n't,207
,,,think,207
,,,it,207
,,,should,207
,,,be,207
,,,substituted,207
,,,with,207
,,,matriarchy,207
,,,.,207
,,,I,208
,,,think,208
,,,it,208
,,,'s,208
,,,a,208
,,,question,208
,,,of,208
,,,equitable,208
,,,access,208
,,,",",208
,,,and,208
,,,opening,208
,,,doors,208
,,,to,208
,,,all,208
,,,sorts,208
,,,of,208
,,,things,208
,,,.,208
,,,"""",209
,,,In,209
,,,2012,209
,,,",",209
Q560307_481,ENTITY,f50rfre5RQ,she,209
Q560307_482,EVENT,M2majNU0JI,responded,209
,,,to,209
,,,a,209
,,,question,209
,,,about,209
,,,the,209
,,,difference,209
,,,between,209
,,,black,209
,,,and,209
,,,white,209
,,,feminists,209
,,,in,209
,,,the,209
,,,1970s,209
,,,.,209
,,,"""",210
,,,Womanists,210
,,,is,210
,,,what,210
,,,black,210
,,,feminists,210
,,,used,210
,,,to,210
,,,call,210
,,,themselves,210
,,,",",210
,,,"""",210
Q560307_483,ENTITY,V1m4T1Hvvu,she,210
Q560307_484,EVENT,AH3F2qod_N,explained,210
,,,.,210
,,,"""",211
,,,They,211
,,,were,211
,,,not,211
,,,the,211
,,,same,211
,,,thing,211
,,,.,211
,,,And,212
,,,also,212
,,,the,212
,,,relationship,212
,,,with,212
,,,men,212
,,,.,212
,,,Historically,213
,,,",",213
,,,black,213
,,,women,213
,,,have,213
,,,always,213
,,,sheltered,213
,,,their,213
,,,men,213
,,,because,213
,,,they,213
,,,were,213
,,,out,213
,,,there,213
,,,",",213
,,,and,213
,,,they,213
,,,were,213
,,,the,213
,,,ones,213
,,,that,213
,,,were,213
,,,most,213
,,,likely,213
,,,to,213
,,,be,213
,,,killed,213
,,,.,213
,,,"""",214
,,,W.,214
,,,S.,214
,,,Kottiswari,214
,,,writes,214
,,,in,214
,,,Postmodern,214
,,,Feminist,214
,,,Writers,214
,,,(,214
,,,2008,214
,,,),214
,,,that,214
,,,Morrison,214
,,,exemplifies,214
,,,characteristics,214
,,,of,214
,,,"""",214
,,,postmodern,214
,,,feminism,214
,,,"""",214
,,,by,214
,,,"""",214
,,,altering,214
,,,Euro,214
,,,-,214
,,,American,214
,,,dichotomies,214
,,,by,214
,,,rewriting,214
,,,a,214
,,,history,214
,,,written,214
,,,by,214
,,,mainstream,214
,,,historians,214
,,,"""",214
,,,and,214
,,,by,214
,,,her,214
,,,usage,214
,,,of,214
,,,shifting,214
,,,narration,214
,,,in,214
,,,Beloved,214
,,,and,214
,,,Paradise,214
,,,.,214
,,,Kottiswari,215
,,,states,215
,,,:,215
,,,"""",215
,,,Instead,215
,,,of,215
,,,western,215
,,,logocentric,215
,,,abstractions,215
,,,",",215
,,,Morrison,215
,,,prefers,215
,,,the,215
,,,powerful,215
,,,vivid,215
,,,language,215
,,,of,215
,,,women,215
,,,of,215
,,,color,215
,,, ,215
,,,...,215
,,,She,215
,,,is,215
,,,essentially,215
,,,postmodern,215
,,,since,215
,,,her,215
,,,approach,215
,,,to,215
,,,myth,215
,,,and,215
,,,folklore,215
,,,is,215
,,,re,215
,,,-,215
,,,visionist,215
,,,.,215
,,,"""",216
,,,The,216
,,,National,216
,,,Memorial,216
,,,for,216
,,,Peace,216
,,,and,216
,,,Justice,216
,,,in,216
,,,Montgomery,216
,,,",",216
,,,Alabama,216
,,,",",216
,,,includes,216
,,,writing,216
,,,by,216
,,,Morrison,216
,,,.,216
,,,Visitors,217
,,,can,217
,,,see,217
,,,her,217
,,,quote,217
,,,after,217
,,,they,217
,,,have,217
,,,walked,217
,,,through,217
,,,the,217
,,,section,217
,,,commemorating,217
,,,individual,217
,,,victims,217
,,,of,217
,,,lynching,217
,,,.,217
,,,The,218
,,,Toni,218
,,,Morrison,218
,,,Papers,218
,,,are,218
,,,part,218
,,,of,218
,,,the,218
,,,permanent,218
,,,library,218
,,,collections,218
,,,of,218
,,,Princeton,218
,,,University,218
,,,",",218
,,,where,218
,,,they,218
,,,are,218
,,,held,218
,,,in,218
,,,the,218
,,,Manuscripts,218
,,,Division,218
,,,",",218
,,,Department,218
,,,of,218
,,,Rare,218
,,,Books,218
,,,and,218
,,,Special,218
,,,Collections,218
,,,.,218
Q560307_485,ENTITY,FwotdU3wTJ,Morrison,219
Q560307_486,ENTITY,FwotdU3wTJ,'s,219
Q560307_487,EVENT,8qcrN2b4d-,decision,219
,,,to,219
Q560307_488,EVENT,6SZ2H4piMi,offer,219
,,,her,219
,,,papers,219
,,,to,219
,,,Princeton,219
,,,instead,219
,,,of,219
,,,to,219
,,,her,219
,,,alma,219
,,,mater,219
,,,Howard,219
,,,University,219
,,,was,219
,,,criticized,219
,,,by,219
,,,some,219
,,,within,219
,,,the,219
,,,historically,219
,,,black,219
,,,colleges,219
,,,and,219
,,,universities,219
,,,community,219
,,,.,219
,,,In,220
,,,2019,220
,,,",",220
,,,a,220
,,,resolution,220
,,,was,220
,,,passed,220
,,,in,220
,,,her,220
,,,hometown,220
,,,of,220
,,,Lorain,220
,,,",",220
,,,Ohio,220
,,,",",220
,,,to,220
,,,designate,220
,,,February,220
,,,18,220
,,,",",220
,,,her,220
,,,birthday,220
,,,",",220
,,,as,220
,,,"""",220
,,,Toni,220
,,,Morrison,220
,,,Day,220
,,,.,220
,,,"""",221
,,,Additional,221
,,,legislation,221
,,,was,221
,,,introduced,221
,,,to,221
,,,also,221
,,,proclaim,221
,,,that,221
,,,date,221
,,,as,221
,,,"""",221
,,,Toni,221
,,,Morrison,221
,,,Day,221
,,,"""",221
,,,throughout,221
,,,the,221
,,,State,221
,,,of,221
,,,Ohio,221
,,,.,221
,,,The,222
,,,legislation,222
,,,",",222
,,,HB,222
,,,325,222
,,,",",222
,,,was,222
,,,passed,222
,,,by,222
,,,the,222
,,,Ohio,222
,,,House,222
,,,of,222
,,,Representatives,222
,,,on,222
,,,December,222
,,,2,222
,,,",",222
,,,2020,222
,,,and,222
,,,signed,222
,,,into,222
,,,law,222
,,,by,222
,,,Governor,222
,,,Mike,222
,,,DeWine,222
,,,on,222
,,,December,222
,,,21,222
,,,",",222
,,,2020,222
,,,.,222
Q560307_489,ENTITY,x-KkAvjE9d,Morrison,223
,,,was,223
Q560307_490,EVENT,qKfVBrukip,interviewed,223
,,,by,223
,,,Margaret,223
,,,Busby,223
,,,in,223
,,,a,223
,,,1988,223
,,,documentary,223
,,,film,223
,,,by,223
,,,Sindamani,223
,,,Bridglal,223
,,,",",223
,,,entitled,223
,,,Identifiable,223
,,,Qualities,223
,,,",",223
,,,shown,223
,,,on,223
,,,Channel,223
,,,4,223
,,,.,223
Q560307_491,ENTITY,4lw5Hdi8Ma,Morrison,224
Q560307_492,EVENT-GR,XtbLBKbQdI,was,224
,,,the,224
Q560307_493,EVENT,NYUd9g8Ual,subject,224
,,,of,224
,,,a,224
,,,film,224
,,,titled,224
,,,Imagine,224
,,, ,224
,,,–,224
,,,Toni,224
,,,Morrison,224
,,,Remembers,224
,,,",",224
,,,directed,224
,,,by,224
,,,Jill,224
,,,Nicholls,224
,,,and,224
,,,shown,224
,,,on,224
,,,BBC,224
,,,One,224
,,,television,224
,,,on,224
,,,July,224
,,,15,224
,,,",",224
,,,2015,224
,,,",",224
,,,in,224
,,,which,224
Q560307_494,ENTITY,ncnVoFUVyj,Morrison,224
Q560307_495,EVENT,teedaG7kpK,talked,224
,,,to,224
,,,Alan,224
,,,Yentob,224
,,,about,224
,,,her,224
,,,life,224
,,,and,224
,,,work,224
,,,.,224
,,,In,225
,,,2016,225
,,,",",225
,,,Oberlin,225
,,,College,225
,,,received,225
,,,a,225
,,,grant,225
,,,to,225
,,,complete,225
,,,a,225
,,,documentary,225
,,,film,225
,,,begun,225
,,,in,225
,,,2014,225
,,,",",225
,,,The,225
,,,Foreigner,225
,,,'s,225
,,,Home,225
,,,",",225
,,,about,225
,,,Morrison,225
,,,'s,225
,,,intellectual,225
,,,and,225
,,,artistic,225
,,,vision,225
,,,",",225
,,,explored,225
,,,in,225
,,,the,225
,,,context,225
